id,rodata,data,hora,mandante,visitante,formacao_mandante,formacao_visitante,tecnico_mandante,tecnico_visitante,vencedor,arena,mandante_placar,visitante_placar,mandante_estado,visitante_estado
2471,15,2008-07-27,16:00,Gremio,Palmeiras,ausente,ausente,ausente,ausente,ausente, Olímpico,1,1,RS,SP
2472,15,2008-07-27,16:00,Athletico-PR,Figueirense,ausente,ausente,ausente,ausente,ausente,  Kyocera Arena,0,0,PR,SC
2473,15,2008-07-27,16:00,Goias,Sport,ausente,ausente,ausente,ausente,Sport, Serra Dourada,1,2,GO,PE
2474,15,2008-07-27,18:10,Atletico-MG,Vitoria,ausente,ausente,ausente,ausente,Atletico-MG, Mineirão,2,1,MG,BA
2475,15,2008-07-27,18:10,Flamengo,Botafogo,ausente,ausente,ausente,ausente,ausente, Maracanã,0,0,RJ,RJ
2476,15,2008-07-27,18:10,Sao Paulo,Portuguesa,ausente,ausente,ausente,ausente,Sao Paulo, Morumbi,3,1,SP,SP
2477,16,2008-07-30,19:30,Cruzeiro,Nautico,ausente,ausente,ausente,ausente,Cruzeiro, Mineirão,4,2,MG,PE
2478,16,2008-07-30,19:30,Vitoria,Athletico-PR,ausente,ausente,ausente,ausente,Vitoria, Barradão,2,1,BA,PR
2479,16,2008-07-30,20:30,Portuguesa,Fluminense,ausente,ausente,ausente,ausente,Portuguesa,Canindé,3,1,SP,RJ
2480,16,2008-07-30,20:30,Botafogo,Goias,ausente,ausente,ausente,ausente,Botafogo-RJ,Engenhão,2,0,RJ,GO
2481,16,2008-07-30,21:50,Palmeiras,Flamengo,ausente,ausente,ausente,ausente,Palmeiras,Palestra Itália,1,0,SP,RJ
2482,16,2008-07-30,21:50,Figueirense,Sao Paulo,ausente,ausente,ausente,ausente,ausente, Orlando Scarpelli,1,1,SC,SP
2483,16,2008-07-30,21:50,Internacional,Santos,ausente,ausente,ausente,ausente,Santos, Beira Rio,0,1,RS,SP
2484,16,2008-07-31,20:30,Sport,Ipatinga,ausente,ausente,ausente,ausente,Sport,Ilha do Retiro,3,1,PE,MG
2485,16,2008-07-31,20:30,Vasco,Atletico-MG,ausente,ausente,ausente,ausente,Vasco, São Januário,6,1,RJ,MG
2486,16,2008-07-31,20:30,Coritiba,Gremio,ausente,ausente,ausente,ausente,Gremio, Couto Pereira,0,1,PR,RS
2487,17,2008-08-02,18:20,Goias,Portuguesa,ausente,ausente,ausente,ausente,Goias, Serra Dourada,4,0,GO,SP
2488,17,2008-08-02,18:20,Nautico,Figueirense,ausente,ausente,ausente,ausente,Figueirense,Aflitos,1,2,PE,SC
2489,17,2008-08-02,18:20,Fluminense,Internacional,ausente,ausente,ausente,ausente,Internacional, Maracanã,1,2,RJ,RS
2490,17,2008-08-03,16:00,Gremio,Vitoria,ausente,ausente,ausente,ausente,Gremio, Olímpico,2,0,RS,BA
2491,17,2008-08-03,16:00,Ipatinga,Palmeiras,ausente,ausente,ausente,ausente,Palmeiras,  Ipatingão,1,2,MG,SP
2492,17,2008-08-03,16:00,Flamengo,Cruzeiro,ausente,ausente,ausente,ausente,Cruzeiro, Maracanã,1,2,RJ,MG
2493,17,2008-08-03,16:00,Sao Paulo,Vasco,ausente,ausente,ausente,ausente,Sao Paulo, Morumbi,4,0,SP,RJ
2494,17,2008-08-03,18:10,Santos,Coritiba,ausente,ausente,ausente,ausente,Coritiba, Vila Belmiro,1,3,SP,PR
2495,17,2008-08-03,18:10,Atletico-MG,Sport,ausente,ausente,ausente,ausente,Atletico-MG, Mineirão,2,1,MG,PE
2496,17,2008-08-03,18:10,Athletico-PR,Botafogo,ausente,ausente,ausente,ausente,Botafogo-RJ,  Kyocera Arena,0,3,PR,RJ
2497,18,2008-08-06,19:30,Gremio,Ipatinga,ausente,ausente,ausente,ausente,Gremio, Olímpico,1,0,RS,MG
2498,18,2008-08-06,19:30,Vasco,Coritiba,ausente,ausente,ausente,ausente,Coritiba, São Januário,0,2,RJ,PR
2499,18,2008-08-06,20:30,Athletico-PR,Nautico,ausente,ausente,ausente,ausente,Athletico-PR,  Kyocera Arena,2,0,PR,PE
2500,18,2008-08-06,20:30,Sport,Portuguesa,ausente,ausente,ausente,ausente,Sport,Ilha do Retiro,2,0,PE,SP
2501,18,2008-08-06,21:50,Santos,Atletico-MG,ausente,ausente,ausente,ausente,Atletico-MG, Vila Belmiro,2,3,SP,MG
2502,18,2008-08-06,21:50,Goias,Flamengo,ausente,ausente,ausente,ausente,Goias, Serra Dourada,2,1,GO,RJ
2503,18,2008-08-06,21:50,Fluminense,Sao Paulo,ausente,ausente,ausente,ausente,Fluminense, Maracanã,3,1,RJ,SP
2504,18,2008-08-07,20:30,Palmeiras,Vitoria,ausente,ausente,ausente,ausente,Palmeiras,Palestra Itália,3,0,SP,BA
2505,18,2008-08-07,20:30,Figueirense,Botafogo,ausente,ausente,ausente,ausente,Botafogo-RJ, Orlando Scarpelli,1,2,SC,RJ
2506,18,2008-08-07,20:30,Cruzeiro,Internacional,ausente,ausente,ausente,ausente,Cruzeiro, Mineirão,2,0,MG,RS
2507,19,2008-08-09,18:20,Flamengo,Athletico-PR,ausente,ausente,ausente,ausente,Flamengo, Maracanã,1,0,RJ,PR
2508,19,2008-08-09,18:20,Sao Paulo,Goias,ausente,ausente,ausente,ausente,Sao Paulo, Morumbi,2,1,SP,GO
2509,19,2008-08-09,18:20,Atletico-MG,Gremio,ausente,ausente,ausente,ausente,Gremio, Mineirão,0,4,MG,RS
2510,19,2008-08-10,16:00,Coritiba,Sport,ausente,ausente,ausente,ausente,Coritiba, Couto Pereira,3,0,PR,PE
2511,19,2008-08-10,16:00,Vitoria,Vasco,ausente,ausente,ausente,ausente,Vitoria, Barradão,5,0,BA,RJ
2512,19,2008-08-10,16:00,Portuguesa,Cruzeiro,ausente,ausente,ausente,ausente,Portuguesa,Canindé,2,1,SP,MG
2513,19,2008-08-10,16:00,Botafogo,Palmeiras,ausente,ausente,ausente,ausente,Botafogo-RJ,Engenhão,1,0,RJ,SP
2514,19,2008-08-10,18:10,Ipatinga,Fluminense,ausente,ausente,ausente,ausente,Ipatinga,  Ipatingão,2,1,MG,RJ
2515,19,2008-08-10,18:10,Nautico,Santos,ausente,ausente,ausente,ausente,Nautico,Aflitos,1,0,PE,SP
2516,19,2008-08-10,18:10,Internacional,Figueirense,ausente,ausente,ausente,ausente,ausente, Beira Rio,1,1,RS,SC
2517,20,2008-08-16,18:20,Athletico-PR,Ipatinga,ausente,ausente,ausente,ausente,Athletico-PR,  Kyocera Arena,5,0,PR,MG
2518,20,2008-08-16,18:20,Figueirense,Portuguesa,ausente,ausente,ausente,ausente,Figueirense, Orlando Scarpelli,2,1,SC,SP
2519,20,2008-08-16,18:20,Cruzeiro,Vitoria,ausente,ausente,ausente,ausente,Cruzeiro, Mineirão,2,1,MG,BA
2520,20,2008-08-17,16:00,Gremio,Sao Paulo,ausente,ausente,ausente,ausente,Gremio, Olímpico,1,0,RS,SP
2521,20,2008-08-17,16:00,Santos,Flamengo,ausente,ausente,ausente,ausente,ausente, Vila Belmiro,2,2,SP,RJ
2522,20,2008-08-17,16:00,Vasco,Internacional,ausente,ausente,ausente,ausente,Vasco, São Januário,4,0,RJ,RS
2523,20,2008-08-17,16:00,Goias,Nautico,ausente,ausente,ausente,ausente,Goias, Serra Dourada,3,0,GO,PE
2524,20,2008-08-17,18:10,Fluminense,Atletico-MG,ausente,ausente,ausente,ausente,Fluminense, Maracanã,1,0,RJ,MG
2525,20,2008-08-17,18:10,Sport,Botafogo,ausente,ausente,ausente,ausente,Botafogo-RJ,Ilha do Retiro,0,1,PE,RJ
2526,20,2008-08-17,18:10,Palmeiras,Coritiba,ausente,ausente,ausente,ausente,Palmeiras,Palestra Itália,1,0,SP,PR
2527,21,2008-08-20,19:30,Vitoria,Sport,ausente,ausente,ausente,ausente,ausente, Barradão,0,0,BA,PE
2528,21,2008-08-20,19:30,Coritiba,Figueirense,ausente,ausente,ausente,ausente,Coritiba, Couto Pereira,3,0,PR,SC
2529,21,2008-08-20,20:30,Botafogo,Cruzeiro,ausente,ausente,ausente,ausente,Botafogo-RJ,Engenhão,1,0,RJ,MG
2530,21,2008-08-20,20:30,Sao Paulo,Athletico-PR,ausente,ausente,ausente,ausente,Sao Paulo, Morumbi,3,1,SP,PR
2531,21,2008-08-20,22:00,Internacional,Palmeiras,ausente,ausente,ausente,ausente,Internacional, Beira Rio,4,1,RS,SP
2532,21,2008-08-20,22:00,Nautico,Fluminense,ausente,ausente,ausente,ausente,Fluminense,Aflitos,1,3,PE,RJ
2533,21,2008-08-20,22:00,Ipatinga,Santos,ausente,ausente,ausente,ausente,ausente,  Ipatingão,1,1,MG,SP
2534,21,2008-08-21,20:30,Portuguesa,Vasco,ausente,ausente,ausente,ausente,Vasco,Antônio Guimarães,0,1,SP,RJ
2535,21,2008-08-21,20:30,Atletico-MG,Goias,ausente,ausente,ausente,ausente,ausente, Mineirão,1,1,MG,GO
2536,21,2008-08-21,20:30,Flamengo,Gremio,ausente,ausente,ausente,ausente,Flamengo, Maracanã,2,1,RJ,RS
2537,22,2008-08-23,18:20,Fluminense,Sport,ausente,ausente,ausente,ausente,ausente, Maracanã,1,1,RJ,PE
2538,22,2008-08-23,18:20,Figueirense,Vitoria,ausente,ausente,ausente,ausente,Vitoria, Orlando Scarpelli,1,2,SC,BA
2539,22,2008-08-24,16:00,Coritiba,Sao Paulo,ausente,ausente,ausente,ausente,ausente, Couto Pereira,2,2,PR,SP
2540,22,2008-08-24,16:00,Palmeiras,Portuguesa,ausente,ausente,ausente,ausente,Palmeiras, Pacaembu,4,2,SP,SP
2541,22,2008-08-24,16:00,Internacional,Flamengo,ausente,ausente,ausente,ausente,ausente, Beira Rio,1,1,RS,RJ
2542,22,2008-08-24,16:00,Santos,Cruzeiro,ausente,ausente,ausente,ausente,Santos, Vila Belmiro,2,0,SP,MG
2543,22,2008-08-24,16:00,Ipatinga,Goias,ausente,ausente,ausente,ausente,Ipatinga,  Ipatingão,1,0,MG,GO
2544,22,2008-08-24,18:10,Vasco,Botafogo,ausente,ausente,ausente,ausente,ausente, São Januário,1,1,RJ,RJ
2545,22,2008-08-24,18:10,Atletico-MG,Athletico-PR,ausente,ausente,ausente,ausente,Atletico-MG, Mineirão,4,0,MG,PR
2546,22,2008-08-24,18:10,Nautico,Gremio,ausente,ausente,ausente,ausente,ausente,Aflitos,1,1,PE,RS
2547,23,2008-08-30,18:20,Goias,Figueirense,ausente,ausente,ausente,ausente,Goias, Serra Dourada,2,0,GO,SC
2548,23,2008-08-30,18:20,Vitoria,Ipatinga,ausente,ausente,ausente,ausente,ausente, Barradão,0,0,BA,MG
2549,23,2008-08-30,18:20,Botafogo,Nautico,ausente,ausente,ausente,ausente,ausente,Engenhão,1,1,RJ,PE
2550,23,2008-08-31,16:00,Gremio,Vasco,ausente,ausente,ausente,ausente,Gremio, Olímpico,2,1,RS,RJ
2551,23,2008-08-31,16:00,Sport,Internacional,ausente,ausente,ausente,ausente,Sport,Ilha do Retiro,1,0,PE,RS
2552,23,2008-08-31,16:00,Athletico-PR,Palmeiras,ausente,ausente,ausente,ausente,Palmeiras,  Kyocera Arena,1,2,PR,SP
2553,23,2008-08-31,16:00,Sao Paulo,Santos,ausente,ausente,ausente,ausente,ausente, Morumbi,0,0,SP,SP
2554,23,2008-08-31,18:10,Portuguesa,Atletico-MG,ausente,ausente,ausente,ausente,ausente,Canindé,1,1,SP,MG
2555,23,2008-08-31,18:10,Cruzeiro,Coritiba,ausente,ausente,ausente,ausente,ausente, Mineirão,1,1,MG,PR
2556,23,2008-08-31,18:10,Flamengo,Fluminense,ausente,ausente,ausente,ausente,ausente, Maracanã,2,2,RJ,RJ
2557,24,2008-09-03,19:30,Goias,Athletico-PR,ausente,ausente,ausente,ausente,Goias, Serra Dourada,4,0,GO,PR
2558,24,2008-09-03,22:00,Santos,Vitoria,ausente,ausente,ausente,ausente,Santos, Vila Belmiro,2,0,SP,BA
2559,24,2008-09-03,22:00,Figueirense,Flamengo,ausente,ausente,ausente,ausente,Flamengo, Orlando Scarpelli,2,3,SC,RJ
2560,24,2008-09-03,22:00,Atletico-MG,Sao Paulo,ausente,ausente,ausente,ausente,ausente, Mineirão,1,1,MG,SP
2561,24,2008-09-04,20:30,Palmeiras,Sport,ausente,ausente,ausente,ausente,Sport,Palestra Itália,0,3,SP,PE
2562,24,2008-09-04,20:30,Vasco,Cruzeiro,ausente,ausente,ausente,ausente,Cruzeiro, São Januário,1,3,RJ,MG
2563,24,2008-09-06,18:20,Internacional,Portuguesa,ausente,ausente,ausente,ausente,Internacional, Beira Rio,1,0,RS,SP
2564,24,2008-09-06,18:20,Fluminense,Gremio,ausente,ausente,ausente,ausente,ausente, Maracanã,0,0,RJ,RS
2565,24,2008-09-06,18:20,Nautico,Ipatinga,ausente,ausente,ausente,ausente,Nautico,Aflitos,2,0,PE,MG
2566,24,2008-09-06,18:20,Coritiba,Botafogo,ausente,ausente,ausente,ausente,Botafogo-RJ, Couto Pereira,0,1,PR,RJ
2567,25,2008-09-13,18:20,Gremio,Goias,ausente,ausente,ausente,ausente,Goias, Olímpico,1,2,RS,GO
2568,25,2008-09-13,18:20,Athletico-PR,Portuguesa,ausente,ausente,ausente,ausente,Athletico-PR,  Kyocera Arena,2,0,PR,SP
2569,25,2008-09-13,18:20,Ipatinga,Atletico-MG,ausente,ausente,ausente,ausente,Ipatinga,  Ipatingão,3,2,MG,MG
2570,25,2008-09-14,16:00,Cruzeiro,Palmeiras,ausente,ausente,ausente,ausente,Palmeiras, Mineirão,0,1,MG,SP
2571,25,2008-09-14,16:00,Sao Paulo,Flamengo,ausente,ausente,ausente,ausente,Sao Paulo, Morumbi,2,0,SP,RJ
2572,25,2008-09-14,16:00,Sport,Figueirense,ausente,ausente,ausente,ausente,Sport,Ilha do Retiro,5,0,PE,SC
2573,25,2008-09-14,16:00,Vasco,Nautico,ausente,ausente,ausente,ausente,Nautico, São Januário,1,3,RJ,PE
2574,25,2008-09-14,18:10,Santos,Fluminense,ausente,ausente,ausente,ausente,Santos, Vila Belmiro,2,1,SP,RJ
2575,25,2008-09-14,18:10,Vitoria,Coritiba,ausente,ausente,ausente,ausente,Vitoria, Barradão,1,0,BA,PR
2576,25,2008-09-14,18:10,Botafogo,Internacional,ausente,ausente,ausente,ausente,Internacional,Engenhão,1,2,RJ,RS
2577,26,2008-09-20,18:20,Goias,Santos,ausente,ausente,ausente,ausente,Goias, Serra Dourada,4,1,GO,SP
2578,26,2008-09-20,18:20,Fluminense,Coritiba,ausente,ausente,ausente,ausente,Coritiba, Maracanã,2,3,RJ,PR
2579,26,2008-09-20,18:20,Atletico-MG,Nautico,ausente,ausente,ausente,ausente,Atletico-MG, Mineirão,2,1,MG,PE
2580,26,2008-09-21,16:00,Sport,Sao Paulo,ausente,ausente,ausente,ausente,ausente,Ilha do Retiro,0,0,PE,SP
2581,26,2008-09-21,16:00,Athletico-PR,Gremio,ausente,ausente,ausente,ausente,ausente,  Kyocera Arena,0,0,PR,RS
2582,26,2008-09-21,16:00,Portuguesa,Botafogo,ausente,ausente,ausente,ausente,Portuguesa,Canindé,3,1,SP,RJ
2583,26,2008-09-21,16:00,Figueirense,Cruzeiro,ausente,ausente,ausente,ausente,Cruzeiro, Orlando Scarpelli,3,4,SC,MG
2584,26,2008-09-21,18:10,Palmeiras,Vasco,ausente,ausente,ausente,ausente,Palmeiras,Palestra Itália,2,0,SP,RJ
2585,26,2008-09-21,18:10,Internacional,Vitoria,ausente,ausente,ausente,ausente,Internacional, Beira Rio,1,0,RS,BA
2586,26,2008-09-21,18:10,Flamengo,Ipatinga,ausente,ausente,ausente,ausente,Flamengo, Maracanã,1,0,RJ,MG
2587,27,2008-09-27,18:20,Goias,Vitoria,ausente,ausente,ausente,ausente,Goias, Serra Dourada,3,0,GO,BA
2588,27,2008-09-27,18:20,Flamengo,Sport,ausente,ausente,ausente,ausente,Flamengo, Maracanã,2,1,RJ,PE
2589,27,2008-09-27,18:20,Atletico-MG,Figueirense,ausente,ausente,ausente,ausente,ausente, Mineirão,0,0,MG,SC
2590,27,2008-09-28,16:00,Coritiba,Athletico-PR,ausente,ausente,ausente,ausente,ausente, Couto Pereira,1,1,PR,PR
2591,27,2008-09-28,16:00,Nautico,Palmeiras,ausente,ausente,ausente,ausente,ausente,Aflitos,0,0,PE,SP
2592,27,2008-09-28,16:00,Sao Paulo,Cruzeiro,ausente,ausente,ausente,ausente,Sao Paulo, Morumbi,2,0,SP,MG
2593,27,2008-09-28,16:00,Ipatinga,Vasco,ausente,ausente,ausente,ausente,Ipatinga,  Ipatingão,3,1,MG,RJ
2594,27,2008-09-28,18:10,Internacional,Gremio,ausente,ausente,ausente,ausente,Internacional, Beira Rio,4,1,RS,RS
2595,27,2008-09-28,18:10,Santos,Portuguesa,ausente,ausente,ausente,ausente,ausente, Vila Belmiro,1,1,SP,SP
2596,27,2008-09-28,18:10,Botafogo,Fluminense,ausente,ausente,ausente,ausente,ausente,Engenhão,1,1,RJ,RJ
2597,28,2008-10-01,20:30,Fluminense,Goias,ausente,ausente,ausente,ausente,ausente, Maracanã,1,1,RJ,GO
2598,28,2008-10-02,20:30,Vitoria,Portuguesa,ausente,ausente,ausente,ausente,Vitoria, Barradão,3,1,BA,SP
2599,28,2008-10-02,20:30,Cruzeiro,Sport,ausente,ausente,ausente,ausente,Cruzeiro, Mineirão,1,0,MG,PE
2600,28,2008-10-04,16:00,Gremio,Botafogo,ausente,ausente,ausente,ausente,Gremio, Olímpico,2,1,RS,RJ
2601,28,2008-10-04,16:00,Ipatinga,Sao Paulo,ausente,ausente,ausente,ausente,Sao Paulo,  Ipatingão,1,3,MG,SP
2602,28,2008-10-04,16:00,Palmeiras,Atletico-MG,ausente,ausente,ausente,ausente,Palmeiras,Palestra Itália,3,1,SP,MG
2603,28,2008-10-04,18:20,Nautico,Flamengo,ausente,ausente,ausente,ausente,Flamengo,Aflitos,0,2,PE,RJ
2604,28,2008-10-04,18:20,Santos,Athletico-PR,ausente,ausente,ausente,ausente,Santos, Vila Belmiro,4,0,SP,PR
2605,28,2008-10-04,18:20,Coritiba,Internacional,ausente,ausente,ausente,ausente,Coritiba, Couto Pereira,4,2,PR,RS
2606,28,2008-10-04,18:20,Vasco,Figueirense,ausente,ausente,ausente,ausente,Figueirense, São Januário,2,4,RJ,SC
2607,29,2008-10-08,22:00,Gremio,Santos,ausente,ausente,ausente,ausente,Gremio, Olímpico,2,0,RS,SP
2608,29,2008-10-08,22:00,Sport,Vasco,ausente,ausente,ausente,ausente,ausente,Ilha do Retiro,2,2,PE,RJ
2609,29,2008-10-08,22:00,Figueirense,Palmeiras,ausente,ausente,ausente,ausente,ausente, Orlando Scarpelli,0,0,SC,SP
2610,29,2008-10-09,20:30,Botafogo,Vitoria,ausente,ausente,ausente,ausente,Botafogo-RJ,Engenhão,3,1,RJ,BA
2611,29,2008-10-09,20:30,Sao Paulo,Nautico,ausente,ausente,ausente,ausente,Sao Paulo, Morumbi,1,0,SP,PE
2612,29,2008-10-09,20:30,Cruzeiro,Ipatinga,ausente,ausente,ausente,ausente,Cruzeiro, Mineirão,1,0,MG,MG
2613,29,2008-10-11,18:20,Goias,Internacional,ausente,ausente,ausente,ausente,ausente, Serra Dourada,1,1,GO,RS
2614,29,2008-10-11,18:20,Portuguesa,Coritiba,ausente,ausente,ausente,ausente,ausente,Canindé,0,0,SP,PR
2615,29,2008-10-11,18:20,Athletico-PR,Fluminense,ausente,ausente,ausente,ausente,Fluminense,  Kyocera Arena,1,3,PR,RJ
2616,29,2008-10-11,18:20,Flamengo,Atletico-MG,ausente,ausente,ausente,ausente,Atletico-MG, Maracanã,0,3,RJ,MG
2617,30,2008-10-18,18:20,Botafogo,Santos,ausente,ausente,ausente,ausente,Santos,Engenhão,0,1,RJ,SP
2618,30,2008-10-18,18:20,Internacional,Athletico-PR,ausente,ausente,ausente,ausente,Internacional, Beira Rio,2,1,RS,PR
2619,30,2008-10-18,18:20,Figueirense,Ipatinga,ausente,ausente,ausente,ausente,ausente, Orlando Scarpelli,1,1,SC,MG
2620,30,2008-10-19,16:00,Palmeiras,Sao Paulo,ausente,ausente,ausente,ausente,ausente,Palestra Itália,2,2,SP,SP
2621,30,2008-10-19,16:00,Vitoria,Fluminense,ausente,ausente,ausente,ausente,ausente, Barradão,2,2,BA,RJ
2622,30,2008-10-19,16:00,Coritiba,Goias,ausente,ausente,ausente,ausente,ausente, Couto Pereira,1,1,PR,GO
2623,30,2008-10-19,16:00,Atletico-MG,Cruzeiro,ausente,ausente,ausente,ausente,Cruzeiro, Mineirão,0,2,MG,MG
2624,30,2008-10-19,18:10,Portuguesa,Gremio,ausente,ausente,ausente,ausente,Portuguesa,Canindé,2,0,SP,RS
2625,30,2008-10-19,18:10,Sport,Nautico,ausente,ausente,ausente,ausente,ausente,Ilha do Retiro,2,2,PE,PE
2626,30,2008-10-19,18:10,Vasco,Flamengo,ausente,ausente,ausente,ausente,Flamengo, São Januário,0,1,RJ,RJ
2627,31,2008-10-22,22:00,Goias,Vasco,ausente,ausente,ausente,ausente,Vasco, Serra Dourada,2,4,GO,RJ
2628,31,2008-10-23,20:30,Gremio,Sport,ausente,ausente,ausente,ausente,Gremio, Olímpico,1,0,RS,PE
2629,31,2008-10-23,20:30,Flamengo,Coritiba,ausente,ausente,ausente,ausente,Flamengo, Maracanã,5,0,RJ,PR
2630,31,2008-10-23,20:30,Sao Paulo,Vitoria,ausente,ausente,ausente,ausente,Sao Paulo, Morumbi,2,1,SP,BA
2631,31,2008-10-25,16:00,Fluminense,Palmeiras,ausente,ausente,ausente,ausente,Fluminense, Maracanã,3,0,RJ,SP
2632,31,2008-10-25,16:00,Ipatinga,Botafogo,ausente,ausente,ausente,ausente,Botafogo-RJ,  Ipatingão,0,3,MG,RJ
2633,31,2008-10-25,18:20,Santos,Figueirense,ausente,ausente,ausente,ausente,Santos, Vila Belmiro,3,0,SP,SC
2634,31,2008-10-25,18:20,Athletico-PR,Cruzeiro,ausente,ausente,ausente,ausente,Athletico-PR,  Kyocera Arena,1,0,PR,MG
2635,31,2008-10-25,18:20,Nautico,Portuguesa,ausente,ausente,ausente,ausente,ausente,Aflitos,1,1,PE,SP
2636,31,2008-10-25,18:20,Atletico-MG,Internacional,ausente,ausente,ausente,ausente,ausente, Mineirão,2,2,MG,RS
2637,32,2008-10-29,19:30,Portuguesa,Ipatinga,ausente,ausente,ausente,ausente,Portuguesa,Canindé,2,0,SP,MG
2638,32,2008-10-29,19:30,Coritiba,Atletico-MG,ausente,ausente,ausente,ausente,Coritiba, Couto Pereira,2,1,PR,MG
2639,32,2008-10-29,20:30,Internacional,Nautico,ausente,ausente,ausente,ausente,ausente, Beira Rio,1,1,RS,PE
2640,32,2008-10-29,20:30,Palmeiras,Goias,ausente,ausente,ausente,ausente,Palmeiras,Palestra Itália,1,0,SP,GO
2641,32,2008-10-29,21:50,Botafogo,Sao Paulo,ausente,ausente,ausente,ausente,Sao Paulo,Engenhão,1,2,RJ,SP
2642,32,2008-10-29,21:50,Cruzeiro,Gremio,ausente,ausente,ausente,ausente,Cruzeiro, Mineirão,3,0,MG,RS
2643,32,2008-10-29,21:50,Vitoria,Flamengo,ausente,ausente,ausente,ausente,ausente, Barradão,0,0,BA,RJ
2644,32,2008-10-30,20:30,Sport,Santos,ausente,ausente,ausente,ausente,ausente,Ilha do Retiro,1,1,PE,SP
2645,32,2008-10-30,20:30,Vasco,Athletico-PR,ausente,ausente,ausente,ausente,ausente, São Januário,2,2,RJ,PR
2647,33,2008-11-01,18:20,Flamengo,Portuguesa,ausente,ausente,ausente,ausente,ausente, Maracanã,2,2,RJ,SP
2648,33,2008-11-01,18:20,Nautico,Vitoria,ausente,ausente,ausente,ausente,Nautico,Aflitos,1,0,PE,BA
2649,33,2008-11-01,18:20,Ipatinga,Coritiba,ausente,ausente,ausente,ausente,Ipatinga,  Ipatingão,2,0,MG,PR
2650,33,2008-11-02,17:00,Santos,Palmeiras,ausente,ausente,ausente,ausente,Palmeiras, Vila Belmiro,1,2,SP,SP
2651,33,2008-11-02,17:00,Goias,Cruzeiro,ausente,ausente,ausente,ausente,Goias, Serra Dourada,3,0,GO,MG
2652,33,2008-11-02,17:00,Athletico-PR,Sport,ausente,ausente,ausente,ausente,Athletico-PR,  Kyocera Arena,1,0,PR,PE
2653,33,2008-11-02,17:00,Atletico-MG,Botafogo,ausente,ausente,ausente,ausente,Atletico-MG, Mineirão,2,1,MG,RJ
2654,33,2008-11-02,19:10,Fluminense,Vasco,ausente,ausente,ausente,ausente,Vasco, Maracanã,0,1,RJ,RJ
2655,33,2008-11-02,19:10,Gremio,Figueirense,ausente,ausente,ausente,ausente,ausente, Olímpico,1,1,RS,SC
2656,33,2008-11-02,19:10,Sao Paulo,Internacional,ausente,ausente,ausente,ausente,Sao Paulo, Morumbi,3,0,SP,RS
2646,32,2008-11-05,20:30,Figueirense,Fluminense,ausente,ausente,ausente,ausente,Fluminense, Orlando Scarpelli,0,1,SC,RJ
2657,34,2008-11-08,18:30,Portuguesa,Sao Paulo,ausente,ausente,ausente,ausente,Sao Paulo,Canindé,2,3,SP,SP
2658,34,2008-11-08,18:30,Vasco,Santos,ausente,ausente,ausente,ausente,Vasco, São Januário,1,0,RJ,SP
2659,34,2008-11-08,18:30,Figueirense,Athletico-PR,ausente,ausente,ausente,ausente,Athletico-PR, Orlando Scarpelli,0,2,SC,PR
2660,34,2008-11-09,17:00,Palmeiras,Gremio,ausente,ausente,ausente,ausente,Gremio,Palestra Itália,0,1,SP,RS
2661,34,2008-11-09,17:00,Cruzeiro,Fluminense,ausente,ausente,ausente,ausente,Cruzeiro, Mineirão,1,0,MG,RJ
2662,34,2008-11-09,17:00,Coritiba,Nautico,ausente,ausente,ausente,ausente,ausente, Couto Pereira,0,0,PR,PE
2663,34,2008-11-09,17:00,Sport,Goias,ausente,ausente,ausente,ausente,Sport,Ilha do Retiro,2,1,PE,GO
2664,34,2008-11-09,19:10,Botafogo,Flamengo,ausente,ausente,ausente,ausente,Flamengo, Maracanã,0,1,RJ,RJ
2665,34,2008-11-09,19:10,Internacional,Ipatinga,ausente,ausente,ausente,ausente,Internacional, Beira Rio,4,0,RS,MG
2666,34,2008-11-09,19:10,Vitoria,Atletico-MG,ausente,ausente,ausente,ausente,Atletico-MG, Barradão,0,1,BA,MG
2667,35,2008-11-12,17:00,Atletico-MG,Vasco,ausente,ausente,ausente,ausente,Atletico-MG, Mineirão,4,1,MG,RJ
2668,35,2008-11-15,18:30,Fluminense,Portuguesa,ausente,ausente,ausente,ausente,Fluminense, Maracanã,3,1,RJ,SP
2669,35,2008-11-15,18:30,Ipatinga,Sport,ausente,ausente,ausente,ausente,Ipatinga,  Ipatingão,3,0,MG,PE
2670,35,2008-11-15,18:30,Nautico,Cruzeiro,ausente,ausente,ausente,ausente,Nautico,Aflitos,5,2,PE,MG
2671,35,2008-11-16,17:00,Flamengo,Palmeiras,ausente,ausente,ausente,ausente,Flamengo, Maracanã,5,2,RJ,SP
2672,35,2008-11-16,17:00,Sao Paulo,Figueirense,ausente,ausente,ausente,ausente,Sao Paulo, Morumbi,3,1,SP,SC
2673,35,2008-11-16,17:00,Goias,Botafogo,ausente,ausente,ausente,ausente,Goias,Juscelino Kubitscheck,3,1,GO,RJ
2674,35,2008-11-16,19:10,Gremio,Coritiba,ausente,ausente,ausente,ausente,Gremio, Olímpico,2,1,RS,PR
2675,35,2008-11-16,19:10,Athletico-PR,Vitoria,ausente,ausente,ausente,ausente,Athletico-PR,  Kyocera Arena,2,1,PR,BA
2676,35,2008-11-16,19:10,Santos,Internacional,ausente,ausente,ausente,ausente,Santos, Vila Belmiro,1,0,SP,RS
